"","STATE","EVTYPE","FATALITIES","INJURIES","BGN_DATE"
"8226","AR","TORNADO",1,3,1977-09-14
"8260","AR","TORNADO",0,1,1978-01-07
"8265","AR","TORNADO",1,8,1978-01-07
"8282","AR","TORNADO",0,1,1978-03-23
"8287","AR","TORNADO",0,2,1978-04-17
"8288","AR","TORNADO",0,5,1978-04-17
"8291","AR","TORNADO",0,3,1978-04-17
"8306","AR","TORNADO",0,2,1978-05-01
"8324","AR","TORNADO",0,2,1978-05-12
"8353","AR","TORNADO",0,3,1978-08-13
"8370","AR","TORNADO",1,7,1978-12-03
"8389","AR","TORNADO",0,2,1979-04-08
"8390","AR","TORNADO",0,1,1979-04-08
"8396","AR","TORNADO",0,17,1979-04-08
"8398","AR","TORNADO",0,1,1979-04-08
"8404","AR","TORNADO",0,13,1979-04-08
"8410","AR","TORNADO",0,4,1979-04-11
"8415","AR","TORNADO",0,17,1979-04-11
"8469","AR","TORNADO",0,2,1979-05-03
"8512","AR","TORNADO",1,2,1979-10-22
"8526","AR","TORNADO",0,8,1980-04-07
"8537","AR","TORNADO",0,1,1980-04-07
"8538","AR","TORNADO",0,15,1980-04-07
"8550","AR","TORNADO",0,76,1980-04-07
"8560","AR","TORNADO",0,5,1980-04-07
"8582","AR","TORNADO",0,1,1980-04-07
"8627","AR","TORNADO",0,3,1980-10-17
"8628","AR","TORNADO",0,2,1980-10-17
"8629","AR","TORNADO",1,2,1980-10-17
"8666","AR","TORNADO",0,4,1981-05-13
"8676","AR","TORNADO",0,5,1981-05-16
"8682","AR","TORNADO",0,1,1981-05-18
"8740","AR","TORNADO",0,1,1982-01-22
"8757","AR","TORNADO",0,2,1982-04-02
"8763","AR","TORNADO",1,13,1982-04-02
"8764","AR","TORNADO",1,2,1982-04-02
"8766","AR","TORNADO",0,5,1982-04-02
"8768","AR","TORNADO",3,23,1982-04-02
"8771","AR","TORNADO",5,4,1982-04-02
"8774","AR","TORNADO",2,2,1982-04-02
"8775","AR","TORNADO",0,2,1982-04-02
"8776","AR","TORNADO",2,37,1982-04-02
"8825","AR","TORNADO",0,1,1982-04-25
"8863","AR","TORNADO",1,0,1982-05-28
"9025","AR","TORNADO",1,28,1982-12-02
"9026","AR","TORNADO",1,25,1982-12-02
"9028","AR","TORNADO",0,1,1982-12-02
"9029","AR","TORNADO",0,2,1982-12-02
"9031","AR","TORNADO",0,1,1982-12-02
"9034","AR","TORNADO",0,7,1982-12-02
"9038","AR","TORNADO",0,3,1982-12-02
"9041","AR","TORNADO",0,7,1982-12-03
"9054","AR","TORNADO",0,1,1982-12-03
"9059","AR","TORNADO",0,1,1982-12-23
"9060","AR","TORNADO",0,1,1982-12-23
"9064","AR","TORNADO",0,29,1982-12-23
"9068","AR","TORNADO",0,2,1982-12-23
"9070","AR","TORNADO",0,5,1982-12-23
"9093","AR","TORNADO",1,7,1982-12-24
"9097","AR","TORNADO",0,5,1982-12-24
"9104","AR","TORNADO",1,0,1982-12-24
"9112","AR","TORNADO",0,1,1982-12-24
"9257","AR","TORNADO",0,2,1983-05-14
"9388","AR","TSTM WIND",0,1,1983-11-03
"9403","AR","TSTM WIND",0,3,1983-11-19
"9424","AR","TSTM WIND",0,1,1983-11-23
"9425","AR","TORNADO",0,1,1983-11-23
"9426","AR","TORNADO",0,3,1983-11-23
"9429","AR","TSTM WIND",0,1,1983-11-23
"9432","AR","TSTM WIND",0,1,1983-12-07
"9440","AR","TSTM WIND",0,3,1984-02-11
"9454","AR","TORNADO",0,4,1984-03-15
"9455","AR","TORNADO",2,10,1984-03-15
"9457","AR","TORNADO",0,3,1984-03-15
"9461","AR","TORNADO",5,12,1984-03-15
"9493","AR","HAIL",0,1,1984-04-03
"9498","AR","TORNADO",0,2,1984-04-03
"9500","AR","TORNADO",0,1,1984-04-08
"9572","AR","TSTM WIND",1,1,1984-05-02
"9593","AR","TORNADO",0,8,1984-05-06
"9649","AR","HAIL",0,18,1984-07-06
"9650","AR","HAIL",0,18,1984-07-06
"9710","AR","TSTM WIND",1,0,1984-09-11
"9713","AR","TORNADO",0,2,1984-10-16
"9715","AR","TORNADO",0,1,1984-10-16
"9753","AR","TSTM WIND",0,2,1984-10-18
"9781","AR","TSTM WIND",0,2,1984-10-31
"9786","AR","TORNADO",0,1,1984-11-01
"9820","AR","TSTM WIND",0,1,1985-02-23
"9915","AR","TSTM WIND",0,1,1985-05-13
"10027","AR","TSTM WIND",0,1,1985-07-10
"10091","AR","TORNADO",3,13,1985-11-18
"10092","AR","TORNADO",0,3,1985-11-18
"10093","AR","TSTM WIND",0,2,1985-11-18
"10121","AR","TSTM WIND",0,4,1986-03-11
"10122","AR","TSTM WIND",0,1,1986-03-11
"10123","AR","TSTM WIND",0,1,1986-03-11
"10124","AR","TSTM WIND",0,2,1986-03-11
"10131","AR","TSTM WIND",0,4,1986-03-11
"10248","AR","TSTM WIND",1,0,1986-05-14
"10265","AR","TSTM WIND",1,0,1986-05-17
"10269","AR","TSTM WIND",0,1,1986-05-17
"10271","AR","TSTM WIND",1,0,1986-05-18
"10309","AR","TSTM WIND",0,8,1986-07-25
"10310","AR","TSTM WIND",0,5,1986-07-25
"10325","AR","TSTM WIND",0,2,1986-08-01
"10331","AR","TSTM WIND",0,4,1986-08-01
"10343","AR","TSTM WIND",0,1,1986-08-01
"10361","AR","TSTM WIND",0,1,1986-08-07
"10364","AR","TSTM WIND",0,1,1986-08-07
"10390","AR","TSTM WIND",0,1,1987-03-26
"10408","AR","TSTM WIND",0,5,1987-04-13
"10423","AR","TSTM WIND",0,1,1987-05-15
"10429","AR","TSTM WIND",0,3,1987-05-23
"10456","AR","TSTM WIND",1,0,1987-06-19
"10467","AR","TSTM WIND",0,1,1987-06-23
"10542","AR","TORNADO",6,100,1987-12-14
"10546","AR","TORNADO",0,13,1988-01-19
"10668","AR","TSTM WIND",0,2,1988-06-21
"10700","AR","TSTM WIND",1,0,1988-07-25
"10710","AR","TSTM WIND",0,6,1988-08-01
"10719","AR","TSTM WIND",0,1,1988-08-06
"10726","AR","TSTM WIND",1,0,1988-08-23
"10749","AR","TSTM WIND",0,2,1988-11-09
"10759","AR","TORNADO",0,9,1988-11-15
"10766","AR","TSTM WIND",0,2,1988-11-15
"10773","AR","TORNADO",0,4,1988-11-15
"10775","AR","TORNADO",1,10,1988-11-15
"10779","AR","TORNADO",0,4,1988-11-15
"10782","AR","TORNADO",0,1,1988-11-15
"10785","AR","TSTM WIND",0,4,1988-11-15
"10793","AR","TORNADO",3,52,1988-11-15
"10795","AR","TORNADO",2,8,1988-11-15
"10822","AR","TSTM WIND",0,3,1988-11-19
"10834","AR","TSTM WIND",0,2,1988-11-19
"10840","AR","TSTM WIND",0,2,1988-11-25
"10854","AR","TSTM WIND",0,1,1989-03-04
"10946","AR","TSTM WIND",0,3,1989-04-03
"10994","AR","TSTM WIND",0,4,1989-05-04
"11025","AR","TSTM WIND",0,2,1989-05-08
"11044","AR","HAIL",0,1,1989-05-15
"11092","AR","TSTM WIND",0,3,1989-05-22
"11119","AR","TSTM WIND",0,1,1989-06-01
"11153","AR","TORNADO",0,6,1989-06-11
"11221","AR","TSTM WIND",0,1,1989-07-17
"11316","AR","TORNADO",1,6,1990-03-14
"11341","AR","TSTM WIND",0,1,1990-04-10
"11397","AR","TORNADO",1,1,1990-05-16
"11416","AR","TORNADO",0,1,1990-05-19
"11429","AR","TSTM WIND",0,1,1990-05-19
"11495","AR","TSTM WIND",0,1,1990-06-21
"11543","AR","TSTM WIND",0,2,1990-07-10
"11545","AR","TSTM WIND",0,1,1990-07-11
"11551","AR","TSTM WIND",1,0,1990-07-30
"11629","AR","TORNADO",0,12,1991-03-21
"11636","AR","TORNADO",0,1,1991-03-21
"11654","AR","TORNADO",0,1,1991-03-22
"11666","AR","TSTM WIND",0,2,1991-03-22
"11734","AR","TSTM WIND",0,1,1991-04-13
"11741","AR","TSTM WIND",0,1,1991-04-13
"11878","AR","TSTM WIND",0,2,1991-07-13
"11973","AR","TSTM WIND",0,1,1991-11-29
"12000","AR","TORNADO",0,1,1992-03-09
"12057","AR","TSTM WIND",0,1,1992-06-14
"12314","CA","TORNADO",0,1,1956-04-13
"12315","CA","TORNADO",0,1,1956-05-09
"12373","CA","TORNADO",0,3,1961-10-08
"12398","CA","TORNADO",0,10,1966-11-07
"12440","CA","TORNADO",0,1,1974-07-20
"12462","CA","TORNADO",0,4,1977-03-16
"12471","CA","TORNADO",0,6,1978-02-09
"12478","CA","TORNADO",0,1,1978-03-04
"12498","CA","TORNADO",0,1,1980-01-14
"12502","CA","TORNADO",0,2,1980-02-19
"12511","CA","TORNADO",0,1,1980-04-05
"12542","CA","TORNADO",0,1,1982-03-28
"12558","CA","TORNADO",0,2,1982-09-07
"12586","CA","TORNADO",0,30,1983-03-01
"12600","CA","TORNADO",0,1,1983-08-01
"12606","CA","TORNADO",0,3,1983-10-01
"12625","CA","TSTM WIND",0,4,1985-07-19
"12649","CA","TORNADO",0,1,1986-09-24
"12703","CA","TSTM WIND",0,8,1990-08-07
"12717","CA","TORNADO",0,1,1991-02-28
"12741","CA","TORNADO",0,2,1991-12-29
"12753","CA","TORNADO",0,2,1992-12-06
"12763","CA","TORNADO",0,4,1992-12-17
"12768","CO","TORNADO",0,1,1950-08-05
"12774","CO","TORNADO",0,1,1951-06-06
"12777","CO","TORNADO",0,1,1951-06-25
"12778","CO","TORNADO",0,1,1952-05-08
"12779","CO","TORNADO",0,5,1952-05-15
"12815","CO","TORNADO",0,1,1955-06-18
"12890","CO","TORNADO",0,1,1957-05-30
"12983","CO","TORNADO",0,5,1958-07-20
"13035","CO","TORNADO",2,3,1960-06-27
"13058","CO","TORNADO",0,2,1961-05-20
"13220","CO","TORNADO",0,1,1965-06-14
"13223","CO","TORNADO",0,4,1965-06-16
"13331","CO","TORNADO",0,4,1967-06-06
"13336","CO","TORNADO",0,4,1967-06-10
"13377","CO","TORNADO",0,1,1968-05-23
"13398","CO","TORNADO",0,1,1968-06-24
"13535","CO","TORNADO",0,9,1971-10-17
"13553","CO","TORNADO",0,3,1972-06-21
"13594","CO","TORNADO",0,5,1973-05-06
"13872","CO","TORNADO",0,1,1976-08-10
"13937","CO","TORNADO",0,2,1977-06-13
"13979","CO","TORNADO",0,1,1977-08-14
"13993","CO","TORNADO",0,1,1978-05-17
"14023","CO","TORNADO",0,2,1978-07-10
"14069","CO","TORNADO",0,1,1979-06-24
"14279","CO","TORNADO",0,42,1981-06-03
"14280","CO","TORNADO",0,2,1981-06-03
"14933","CO","HAIL",0,20,1984-06-13
"14983","CO","HAIL",0,9,1984-08-21
"15078","CO","TORNADO",0,3,1985-07-26
"15088","CO","TORNADO",0,2,1985-07-31
"15148","CO","TORNADO",0,6,1986-06-08
"15203","CO","HAIL",0,1,1986-08-02
"15204","CO","HAIL",0,6,1986-08-02
"15272","CO","HAIL",0,1,1987-05-23
"15280","CO","TSTM WIND",1,0,1987-06-09
"15498","CO","TSTM WIND",0,1,1988-06-13
"15502","CO","TORNADO",0,7,1988-06-15
"15588","CO","HAIL",0,1,1989-05-10
"15710","CO","TSTM WIND",0,2,1989-09-04
"15774","CO","TORNADO",0,14,1990-06-06
"15781","CO","TORNADO",0,2,1990-06-06
"15835","CO","HAIL",0,13,1990-07-11
"15837","CO","HAIL",0,47,1990-07-11
"16210","CO","TSTM WIND",0,1,1991-08-17
"16325","CO","TORNADO",0,4,1992-09-04
"16333","CT","TORNADO",0,3,1950-07-14
"16335","CT","TORNADO",0,9,1951-08-21
"16336","CT","TORNADO",0,8,1951-08-21
"16337","CT","TORNADO",0,2,1954-05-10
"16357","CT","TORNADO",0,2,1958-09-07
"16376","CT","TORNADO",1,45,1962-05-24
"16377","CT","TORNADO",0,5,1962-05-24
"16429","CT","TORNADO",0,1,1970-10-03
"16439","CT","TORNADO",0,2,1971-07-29
"16448","CT","TORNADO",0,1,1973-06-28
"16503","CT","TORNADO",3,500,1979-10-03
"16581","CT","TSTM WIND",0,1,1986-06-24
"16598","CT","TORNADO",0,4,1989-07-10
"16599","CT","TORNADO",0,20,1989-07-10
"16601","CT","TSTM WIND",1,10,1989-07-10
"16602","CT","TORNADO",0,50,1989-07-10
"16604","CT","TORNADO",0,40,1989-07-10
"16609","CT","TORNADO",0,7,1990-06-29
"16627","CT","TSTM WIND",0,1,1991-06-12
"16692","CT","TSTM WIND",0,3,1992-09-03
"16696","DE","TORNADO",0,1,1955-08-12
"16723","DE","TORNADO",0,7,1967-01-27
"16771","DE","TORNADO",0,3,1975-04-03
"16787","DE","TORNADO",0,1,1976-03-21
"16800","DE","TORNADO",0,1,1977-06-09
"16812","DE","TORNADO",0,5,1979-09-05
"16844","DE","TORNADO",2,9,1983-07-21
"16857","DE","TORNADO",0,2,1984-05-08
"16858","DE","TORNADO",0,8,1984-05-08
"16865","DE","TSTM WIND",0,2,1985-07-31
"16866","DE","TSTM WIND",0,1,1986-06-24
"16875","DE","TSTM WIND",0,2,1988-03-26
"16877","DE","TORNADO",0,30,1988-06-07
"16890","DE","TORNADO",0,1,1989-06-09
"16897","DE","TORNADO",0,1,1989-11-16
"16898","DE","TSTM WIND",0,1,1989-11-16
"16900","DE","TSTM WIND",0,1,1990-02-23
"16924","DE","TSTM WIND",0,2,1991-07-07
"16981","DC","TSTM WIND",0,1,1990-10-18
"17003","FL","TORNADO",3,0,1951-05-26
"17011","FL","TORNADO",0,3,1952-01-28
"17013","FL","TORNADO",0,4,1952-02-20
"17015","FL","TORNADO",0,1,1952-04-04
"17016","FL","TORNADO",0,1,1952-05-23
"17022","FL","TORNADO",0,12,1953-01-09
"17026","FL","TORNADO",0,1,1953-04-13
"17031","FL","TORNADO",0,1,1953-07-24
"17038","FL","TORNADO",0,22,1953-11-22
"17044","FL","TORNADO",0,3,1954-04-16
"17047","FL","TORNADO",0,1,1954-06-10
"17052","FL","TORNADO",2,2,1954-09-18
"17084","FL","TORNADO",0,20,1956-04-10
"17085","FL","TORNADO",0,1,1956-05-05
"17101","FL","TORNADO",0,1,1957-02-25
"17134","FL","TORNADO",0,1,1958-01-02
"17148","FL","TORNADO",0,7,1958-04-15
"17150","FL","TORNADO",0,9,1958-04-15
"17151","FL","TORNADO",0,20,1958-04-15
"17154","FL","TORNADO",0,3,1958-04-22
"17174","FL","TORNADO",1,24,1958-10-19
"17176","FL","TORNADO",0,4,1958-10-31
"17177","FL","TORNADO",0,1,1958-12-11
"17184","FL","TORNADO",0,12,1959-04-02
"17186","FL","TORNADO",1,9,1959-04-02
"17187","FL","TORNADO",0,1,1959-04-02
"17193","FL","TORNADO",0,2,1959-05-19
"17194","FL","TORNADO",0,4,1959-05-19
"17198","FL","TORNADO",0,77,1959-06-17
"17220","FL","TORNADO",0,2,1960-02-25
"17223","FL","TORNADO",0,6,1960-03-03
"17258","FL","TORNADO",0,1,1960-06-08
"17279","FL","TORNADO",1,0,1960-10-31
"17296","FL","TORNADO",0,3,1961-04-09
"17297","FL","TORNADO",0,2,1961-04-09
"17301","FL","TORNADO",0,1,1961-04-12
"17307","FL","TORNADO",0,2,1961-05-26
"17341","FL","TORNADO",0,1,1961-11-22
"17343","FL","TORNADO",0,1,1961-11-23
"17348","FL","TORNADO",1,30,1962-01-05
"17355","FL","TORNADO",17,100,1962-03-31
"17356","FL","TORNADO",0,2,1962-03-31
"17357","FL","TORNADO",0,2,1962-03-31
"17368","FL","TORNADO",0,1,1962-05-10
"17400","FL","TORNADO",0,1,1962-11-09
"17428","FL","TORNADO",0,2,1963-05-29
"17467","FL","TORNADO",0,2,1963-11-10
"17480","FL","TORNADO",0,1,1964-03-20
"17481","FL","TORNADO",0,2,1964-04-25
"17513","FL","TORNADO",0,1,1964-06-23
"17519","FL","TORNADO",0,6,1964-07-02
"17527","FL","TORNADO",0,2,1964-08-21
"17528","FL","TORNADO",0,1,1964-08-27
"17538","FL","TORNADO",0,3,1964-10-14
"17539","FL","TORNADO",0,3,1964-10-14
"17541","FL","TORNADO",0,22,1964-10-14
"17542","FL","TORNADO",0,3,1964-10-14
"17543","FL","TORNADO",0,17,1964-10-14
"17546","FL","TORNADO",0,4,1964-12-25
"17549","FL","TORNADO",0,6,1965-02-23
"17550","FL","TORNADO",0,2,1965-02-23
"17602","FL","TORNADO",3,80,1966-04-04
"17604","FL","TORNADO",8,450,1966-04-04
"17628","FL","TORNADO",0,1,1966-06-02
"17629","FL","TORNADO",0,1,1966-06-06
"17651","FL","TORNADO",0,3,1966-08-23
"17665","FL","TORNADO",0,2,1967-02-22
"17669","FL","TORNADO",0,2,1967-05-22
"17701","FL","TORNADO",0,44,1967-10-30
"17704","FL","TORNADO",1,50,1967-12-10
"17712","FL","TORNADO",1,50,1967-12-10
"17726","FL","TORNADO",0,21,1968-02-19
"17757","FL","TORNADO",0,1,1968-06-07
"17780","FL","TORNADO",0,1,1968-07-09
"17794","FL","TORNADO",2,0,1968-07-30
"17813","FL","TORNADO",0,1,1968-09-12
"17821","FL","TORNADO",0,2,1968-11-09
"17823","FL","TORNADO",0,1,1968-11-09
"17824","FL","TORNADO",0,3,1968-11-09
"17827","FL","TORNADO",0,4,1968-11-09
"17833","FL","TORNADO",2,17,1968-11-09
"17835","FL","TORNADO",0,2,1968-11-09
"17842","FL","TORNADO",0,3,1968-11-11
"17912","FL","TORNADO",0,2,1969-07-02
"17944","FL","TORNADO",0,3,1969-09-20
"17956","FL","TORNADO",0,1,1969-11-13
"17957","FL","TORNADO",0,2,1969-11-14
"17959","FL","TORNADO",0,1,1969-12-10
"17983","FL","TORNADO",0,1,1969-12-25
"17985","FL","TORNADO",0,2,1970-01-06
"17986","FL","TORNADO",0,3,1970-01-06
"17992","FL","TORNADO",0,2,1970-01-15
"18021","FL","TORNADO",0,7,1970-03-05
"18098","FL","TORNADO",0,112,1971-02-07
"18102","FL","TORNADO",0,1,1971-02-07
"18221","FL","TORNADO",0,1,1971-08-27
"18230","FL","TORNADO",0,1,1971-09-16
"18238","FL","TORNADO",0,3,1971-12-03
"18239","FL","TORNADO",0,2,1971-12-03
"18241","FL","TORNADO",0,5,1971-12-03
"18243","FL","TORNADO",0,1,1972-01-12
"18245","FL","TORNADO",0,4,1972-01-22
"18247","FL","TORNADO",0,3,1972-02-01
"18259","FL","TORNADO",0,6,1972-03-04
"18260","FL","TORNADO",0,3,1972-03-08
"18270","FL","TORNADO",0,1,1972-03-28
"18290","FL","TORNADO",0,4,1972-03-31
"18291","FL","TORNADO",0,1,1972-03-31
"18314","FL","TORNADO",0,40,1972-06-18
"18317","FL","TORNADO",0,2,1972-06-18
"18320","FL","TORNADO",0,3,1972-06-18
"18322","FL","TORNADO",0,4,1972-06-18
"18325","FL","TORNADO",0,11,1972-06-18
"18327","FL","TORNADO",0,23,1972-06-19
"18333","FL","TORNADO",1,2,1972-06-25
"18353","FL","TORNADO",0,4,1972-07-26
"18362","FL","TORNADO",0,1,1972-10-27
"18368","FL","TORNADO",0,1,1972-10-27
"18369","FL","TORNADO",0,1,1972-10-27
"18382","FL","TORNADO",0,8,1973-01-22
"18383","FL","TORNADO",0,1,1973-01-28
"18384","FL","TORNADO",0,7,1973-01-28
"18385","FL","TORNADO",0,16,1973-01-28
"18387","FL","TORNADO",0,1,1973-02-09
"18390","FL","TORNADO",0,6,1973-03-08
"18393","FL","TORNADO",0,1,1973-03-17
"18411","FL","TORNADO",0,4,1973-04-04
"18424","FL","TORNADO",0,6,1973-04-26
"18433","FL","TORNADO",0,1,1973-05-25
"18436","FL","TORNADO",1,4,1973-05-26
"18439","FL","TORNADO",0,7,1973-05-26
"18455","FL","TORNADO",0,3,1973-05-31
"18484","FL","TORNADO",0,3,1973-10-31
"18485","FL","TORNADO",0,9,1973-10-31
"18486","FL","TORNADO",0,8,1973-10-31
"18487","FL","TORNADO",0,9,1973-12-20
"18493","FL","TORNADO",1,4,1974-01-30
"18494","FL","TORNADO",0,1,1974-02-15
"18498","FL","TORNADO",0,2,1974-02-19
"18500","FL","TORNADO",0,53,1974-02-19
"18509","FL","TORNADO",0,1,1974-03-21
"18522","FL","TORNADO",0,2,1974-04-16
"18534","FL","TORNADO",0,1,1974-05-11
"18544","FL","TORNADO",0,3,1974-05-12
"18545","FL","TORNADO",0,1,1974-05-12
"18550","FL","TORNADO",0,2,1974-05-12
"18564","FL","TORNADO",0,1,1974-05-15
"18649","FL","TORNADO",0,7,1975-01-10
"18652","FL","TORNADO",1,3,1975-01-12
"18653","FL","TORNADO",0,12,1975-01-12
"18655","FL","TORNADO",0,15,1975-01-12
"18661","FL","TORNADO",0,4,1975-02-06
"18664","FL","TORNADO",0,1,1975-02-06
"18668","FL","TORNADO",0,5,1975-02-06
"18680","FL","TORNADO",0,1,1975-03-18
"18696","FL","TORNADO",0,1,1975-04-11
"18790","FL","TORNADO",0,1,1975-07-04
"18810","FL","TORNADO",0,2,1975-08-08
"18818","FL","TORNADO",0,1,1975-08-11
"18857","FL","TORNADO",1,26,1975-12-31
"18880","FL","TORNADO",0,2,1976-04-08
"18887","FL","TORNADO",0,1,1976-05-12
"18904","FL","TORNADO",0,2,1976-05-23
"18967","FL","TORNADO",1,21,1976-08-12
"18976","FL","TORNADO",0,6,1976-09-07
"19042","FL","TORNADO",0,6,1977-07-15
"19048","FL","TORNADO",0,2,1977-07-21
"19074","FL","TORNADO",1,10,1977-12-05
"19077","FL","TORNADO",0,2,1978-01-08
"19079","FL","TORNADO",0,23,1978-01-08
"19112","FL","TORNADO",0,2,1978-01-25
"19140","FL","TORNADO",0,6,1978-04-19
"19143","FL","TORNADO",0,14,1978-04-19
"19160","FL","TORNADO",0,4,1978-05-04
"19166","FL","TORNADO",3,94,1978-05-04
"19172","FL","TORNADO",0,2,1978-05-04
"19174","FL","TORNADO",0,1,1978-05-04
"19195","FL","TORNADO",0,1,1978-06-11
"19205","FL","TORNADO",0,2,1978-06-29
"19228","FL","TORNADO",0,1,1978-08-13
"19248","FL","TORNADO",0,2,1978-12-05
"19257","FL","TORNADO",0,1,1978-12-24
"19274","FL","TORNADO",0,1,1979-01-24
"19284","FL","TORNADO",0,6,1979-03-23
"19295","FL","TORNADO",0,1,1979-05-08
"19296","FL","TORNADO",0,1,1979-05-08
"19299","FL","TORNADO",0,6,1979-05-08
"19306","FL","TORNADO",0,1,1979-05-08
"19310","FL","TORNADO",1,40,1979-05-08
"19328","FL","TORNADO",0,2,1979-05-24
"19352","FL","TORNADO",0,6,1979-07-09
"19374","FL","TORNADO",0,1,1979-08-24
"19390","FL","TORNADO",0,4,1979-09-12
"19412","FL","TORNADO",1,33,1980-03-01
"19417","FL","TORNADO",0,1,1980-03-28
"19448","FL","TORNADO",0,10,1980-04-27
"19456","FL","TORNADO",0,6,1980-05-17
"19482","FL","TORNADO",0,1,1980-06-10
"19490","FL","TORNADO",0,1,1980-06-25
"19506","FL","TORNADO",0,1,1980-07-14
"19518","FL","TORNADO",0,6,1980-08-19
"19556","FL","TORNADO",0,1,1981-03-18
"19557","FL","TORNADO",0,1,1981-03-19
"19558","FL","TORNADO",0,11,1981-03-19
"19565","FL","TORNADO",0,2,1981-04-15
"19606","FL","TORNADO",0,1,1981-06-19
"19676","FL","TORNADO",0,12,1981-10-25
"19677","FL","TORNADO",0,5,1981-12-15
"19701","FL","TORNADO",0,4,1982-03-06
"19707","FL","TORNADO",0,1,1982-03-29
"19708","FL","TORNADO",0,1,1982-04-05
"19713","FL","TORNADO",0,10,1982-04-08
"19722","FL","TORNADO",0,1,1982-04-09
"19730","FL","TORNADO",0,1,1982-04-11
"19773","FL","TORNADO",1,1,1982-06-17
"19774","FL","TORNADO",0,3,1982-06-17
"19776","FL","TORNADO",0,9,1982-06-17
"19806","FL","TORNADO",0,1,1982-08-10
"19830","FL","TORNADO",1,7,1982-09-26
"19847","FL","TORNADO",0,1,1983-02-01
"19851","FL","TORNADO",0,1,1983-02-02
"19857","FL","TORNADO",0,4,1983-02-02
"19858","FL","TORNADO",0,1,1983-02-02
"19863","FL","TORNADO",0,2,1983-02-02
"19872","FL","TORNADO",0,1,1983-02-02
"19873","FL","TORNADO",0,9,1983-02-02
"19874","FL","TORNADO",1,6,1983-02-02
"19877","FL","TORNADO",0,1,1983-02-02
"19906","FL","TORNADO",0,2,1983-03-17
"19908","FL","TORNADO",0,4,1983-03-21
"19916","FL","TORNADO",0,2,1983-03-24
"19935","FL","TORNADO",3,2,1983-04-09
"19950","FL","TORNADO",0,4,1983-04-23
"19951","FL","TORNADO",0,2,1983-04-23
"19960","FL","TORNADO",0,1,1983-04-23
"19988","FL","TORNADO",0,2,1983-06-08
"20031","FL","TORNADO",0,2,1983-08-08
"20075","FL","TSTM WIND",0,6,1983-11-15
"20077","FL","TSTM WIND",1,0,1983-11-20
"20094","FL","TSTM WIND",0,1,1983-12-04
"20103","FL","TSTM WIND",0,2,1983-12-12
"20104","FL","TORNADO",0,4,1983-12-12
"20135","FL","TORNADO",0,1,1984-02-27
"20142","FL","TORNADO",0,2,1984-02-27
"20229","FL","TORNADO",0,1,1984-07-10
"20255","FL","TORNADO",0,2,1985-03-15
"20256","FL","TORNADO",2,45,1985-03-17
"20259","FL","TORNADO",0,1,1985-03-17
"20324","FL","TORNADO",0,1,1985-07-24
"20327","FL","TORNADO",0,1,1985-08-01
"20354","FL","TSTM WIND",0,1,1985-09-23
"20358","FL","TORNADO",0,1,1985-10-28
"20359","FL","TORNADO",0,5,1985-10-28
"20374","FL","TSTM WIND",0,1,1985-12-31
"20376","FL","TSTM WIND",0,3,1986-01-10
"20396","FL","TORNADO",0,1,1986-02-08
"20400","FL","TORNADO",0,4,1986-02-08
"20403","FL","TORNADO",0,4,1986-02-11
"20441","FL","TORNADO",0,1,1986-03-20
"20500","FL","TSTM WIND",0,2,1986-07-21
"20519","FL","TORNADO",0,12,1986-08-09
"20525","FL","TORNADO",0,1,1986-08-25
"20545","FL","TORNADO",0,4,1986-10-29
"20559","FL","TORNADO",0,7,1986-12-31
"20562","FL","TORNADO",0,1,1987-01-04
"20585","FL","TORNADO",1,7,1987-04-15
"20586","FL","TSTM WIND",0,2,1987-04-15
"20618","FL","TORNADO",0,1,1987-06-29
"20631","FL","TSTM WIND",1,2,1987-07-14
"20632","FL","TSTM WIND",0,1,1987-07-14
"20655","FL","TORNADO",0,6,1987-08-21
"20657","FL","TORNADO",0,3,1987-09-01
"20670","FL","TSTM WIND",0,1,1987-11-09
"20677","FL","TSTM WIND",0,5,1988-01-21
"20678","FL","TORNADO",0,3,1988-01-21
"20683","FL","TORNADO",4,18,1988-04-19
"20720","FL","TORNADO",0,2,1988-06-05
"20723","FL","TSTM WIND",0,6,1988-06-06
"20762","FL","TSTM WIND",0,3,1988-09-05
"20777","FL","TORNADO",1,3,1988-11-05
"20803","FL","TSTM WIND",0,1,1989-03-03
"20835","FL","TSTM WIND",0,3,1989-05-01
"20839","FL","TSTM WIND",0,2,1989-05-01
"20886","FL","TORNADO",0,1,1989-06-08
"20901","FL","TORNADO",3,4,1989-06-08
"20905","FL","TORNADO",0,1,1989-06-08
"20998","FL","TORNADO",0,1,1989-07-19
"21000","FL","TSTM WIND",0,1,1989-07-20
"21022","FL","TSTM WIND",0,3,1989-08-07
"21066","FL","TORNADO",0,1,1989-10-01
"21102","FL","TSTM WIND",1,0,1990-03-29
"21119","FL","TSTM WIND",0,6,1990-04-22
"21248","FL","TSTM WIND",0,4,1990-07-14
"21356","FL","TORNADO",0,1,1990-11-09
"21357","FL","TORNADO",0,9,1990-11-09
"21373","FL","TORNADO",0,1,1991-01-15
"21374","FL","TORNADO",0,3,1991-01-15
"21375","FL","TORNADO",0,1,1991-01-15
"21380","FL","TSTM WIND",0,4,1991-01-19
"21382","FL","TSTM WIND",0,1,1991-01-19
"21433","FL","HAIL",0,1,1991-03-03
