"","STATE","EVTYPE","FATALITIES","INJURIES","BGN_DATE"
"773743","NC","LIGHTNING",1,0,2009-06-08
"773750","CO","THUNDERSTORM WIND",0,1,2009-06-26
"773846","NC","RIP CURRENT",1,1,2009-06-27
"773878","NC","RIP CURRENT",1,2,2009-06-06
"774008","ME","LIGHTNING",0,2,2009-07-27
"774214","NC","LIGHTNING",0,5,2009-07-09
"774294","MA","LIGHTNING",0,1,2009-07-02
"774295","MA","LIGHTNING",0,1,2009-07-02
"774298","MI","LIGHTNING",0,4,2009-07-22
"774354","NC","LIGHTNING",0,1,2009-07-27
"774414","SC","LIGHTNING",0,1,2009-07-27
"774567","FL","LIGHTNING",0,2,2009-07-26
"774582","FL","LIGHTNING",0,1,2009-07-24
"774749","MA","LIGHTNING",0,1,2009-07-07
"774766","NY","LIGHTNING",1,0,2009-07-03
"774803","MD","LIGHTNING",0,1,2009-07-01
"774876","TX","LIGHTNING",0,8,2009-07-23
"774998","LA","LIGHTNING",0,1,2009-07-09
"775060","WV","THUNDERSTORM WIND",0,2,2009-07-25
"775066","ME","LIGHTNING",0,1,2009-07-04
"775110","OH","THUNDERSTORM WIND",0,5,2009-07-11
"775139","MD","TORNADO",0,2,2009-07-24
"775347","MA","LIGHTNING",0,1,2009-07-08
"775377","MA","LIGHTNING",0,1,2009-07-07
"775398","FL","TORNADO",0,1,2009-07-24
"775430","OH","LIGHTNING",0,3,2009-07-11
"775499","FL","LIGHTNING",1,26,2009-07-04
"775511","NJ","LIGHTNING",1,3,2009-07-26
"775570","MS","THUNDERSTORM WIND",0,1,2009-07-17
"775623","MN","LIGHTNING",1,0,2009-07-21
"775869","MD","THUNDERSTORM WIND",0,2,2009-07-31
"776018","NJ","THUNDERSTORM WIND",0,1,2009-07-31
"776039","MS","LIGHTNING",0,1,2009-07-16
"776136","CT","THUNDERSTORM WIND",0,1,2009-07-31
"776298","AL","THUNDERSTORM WIND",0,1,2009-07-30
"776421","VA","THUNDERSTORM WIND",0,1,2009-07-26
"776471","AZ","THUNDERSTORM WIND",0,4,2009-07-03
"776473","FL","LIGHTNING",0,2,2009-07-08
"776475","FL","LIGHTNING",1,2,2009-07-08
"776580","KS","LIGHTNING",0,1,2009-07-27
"776601","MD","LIGHTNING",0,1,2009-07-23
"776602","MD","DUST DEVIL",0,1,2009-07-19
"776627","IA","THUNDERSTORM WIND",0,1,2009-07-24
"776685","SC","THUNDERSTORM WIND",0,1,2009-07-06
"776820","AL","THUNDERSTORM WIND",0,1,2009-07-02
"776910","NY","THUNDERSTORM WIND",0,1,2009-07-26
"776927","MA","LIGHTNING",1,0,2009-07-01
"776929","FL","LIGHTNING",0,4,2009-07-10
"776930","AL","LIGHTNING",1,0,2009-07-06
"777001","IL","THUNDERSTORM WIND",0,1,2009-07-24
"777085","NY","LIGHTNING",0,1,2009-07-29
"777164","LA","LIGHTNING",0,1,2009-07-21
"777293","NJ","LIGHTNING",0,1,2009-07-26
"777520","WA","FLASH FLOOD",0,2,2009-07-29
"777634","KS","HAIL",0,20,2009-07-08
"777716","PA","TORNADO",0,2,2009-07-29
"777720","AR","LIGHTNING",0,1,2009-07-29
"777724","TN","THUNDERSTORM WIND",0,1,2009-07-25
"777772","AR","FLASH FLOOD",0,7,2009-07-20
"777779","MT","LIGHTNING",1,0,2009-07-04
"777863","WY","TORNADO",0,2,2009-07-13
"777888","NJ","THUNDERSTORM WIND",0,10,2009-07-26
"777902","NY","THUNDERSTORM WIND",0,1,2009-07-07
"777905","IL","LIGHTNING",0,1,2009-07-08
"777916","FL","LIGHTNING",0,1,2009-07-09
"777940","FL","LIGHTNING",0,1,2009-07-01
"777990","NY","LIGHTNING",0,1,2009-07-26
"778104","NM","LIGHTNING",1,6,2009-07-04
"778146","IN","THUNDERSTORM WIND",0,1,2009-07-25
"778152","KS","THUNDERSTORM WIND",0,4,2009-07-20
"778456","TX","THUNDERSTORM WIND",0,3,2009-07-26
"778516","AL","THUNDERSTORM WIND",0,1,2009-07-02
"778822","WY","FLASH FLOOD",0,1,2009-07-03
"778873","IL","THUNDERSTORM WIND",0,1,2009-07-24
"779070","MS","HEAVY RAIN",0,1,2009-07-27
"779081","WI","LIGHTNING",0,1,2009-07-23
"779088","VA","LIGHTNING",0,1,2009-07-17
"779128","GA","LIGHTNING",0,1,2009-07-12
"779219","TX","THUNDERSTORM WIND",1,0,2009-07-18
"779261","CA","HIGH SURF",1,1,2009-07-24
"779279","TX","HEAT",2,0,2009-07-02
"779280","PA","HEAT",1,0,2009-07-01
"779342","NY","LIGHTNING",0,1,2009-07-29
"779408","TX","THUNDERSTORM WIND",0,3,2009-07-29
"779458","CA","HIGH SURF",1,0,2009-07-24
"779510","TN","FLASH FLOOD",1,0,2009-07-05
"779525","CT","THUNDERSTORM WIND",0,1,2009-07-31
"779559","CO","HAIL",0,7,2009-07-29
"779565","MN","STRONG WIND",0,1,2009-07-15
"779566","SD","HIGH WIND",0,3,2009-07-13
"779641","WA","EXCESSIVE HEAT",1,0,2009-07-27
"779682","SC","RIP CURRENT",1,1,2009-07-23
"779683","SC","RIP CURRENT",1,1,2009-07-31
"779689","FL","RIP CURRENT",1,0,2009-07-03
"779739","AR","LIGHTNING",0,1,2009-07-13
"779769","CO","LANDSLIDE",0,2,2009-07-28
"779817","AR","LIGHTNING",0,1,2009-07-16
"779865","MI","RIP CURRENT",1,0,2009-07-26
"779868","CA","HEAT",1,3,2009-07-26
"779869","NV","HEAT",1,0,2009-07-13
"779870","NY","RIP CURRENT",1,0,2009-07-18
"779878","NV","HEAT",1,0,2009-07-14
"779879","NV","HEAT",1,0,2009-07-15
"779880","NV","HEAT",1,0,2009-07-18
"779881","NV","HEAT",1,0,2009-07-29
"779882","NV","HEAT",1,0,2009-07-31
"779957","ND","TORNADO",0,2,2009-07-08
"780008","WI","STRONG WIND",1,0,2009-07-10
"780127","AL","LIGHTNING",0,1,2009-07-05
"780168","NY","RIP CURRENT",1,0,2009-07-31
"780182","NC","RIP CURRENT",1,0,2009-07-24
"780545","GA","LIGHTNING",0,1,2009-08-12
"780796","CO","LIGHTNING",0,1,2009-08-03
"780832","FL","LIGHTNING",0,1,2009-08-19
"780833","IN","LIGHTNING",0,1,2009-08-16
"780878","SC","THUNDERSTORM WIND",0,3,2009-08-05
"780904","RI","LIGHTNING",0,9,2009-08-05
"781044","KS","LIGHTNING",0,1,2009-08-17
"781238","FL","LIGHTNING",0,2,2009-08-21
"781291","LA","LIGHTNING",0,1,2009-08-19
"781440","NJ","LIGHTNING",0,2,2009-08-21
"781539","KS","LIGHTNING",0,1,2009-08-17
"781735","TN","LIGHTNING",0,1,2009-08-04
"782313","IA","HAIL",0,22,2009-08-09
"782440","NY","FLASH FLOOD",1,1,2009-08-09
"782457","IN","LIGHTNING",0,1,2009-08-19
"782597","NJ","LIGHTNING",0,2,2009-08-02
"782664","MO","TORNADO",0,1,2009-08-19
"782675","IL","EXCESSIVE HEAT",1,0,2009-08-09
"782686","NM","LIGHTNING",1,0,2009-08-30
"782808","GA","LIGHTNING",0,1,2009-08-21
"782861","FL","HIGH SURF",1,0,2009-08-22
"782920","NC","LIGHTNING",0,1,2009-08-20
"782921","NC","LIGHTNING",0,1,2009-08-20
"783021","MO","HEAT",0,7,2009-08-08
"783029","UT","LIGHTNING",0,1,2009-08-24
"783260","NM","LIGHTNING",0,1,2009-08-24
"783269","MA","THUNDERSTORM WIND",0,3,2009-08-21
"783307","IL","TORNADO",0,3,2009-08-19
"783330","IL","TORNADO",0,2,2009-08-19
"783412","PA","LIGHTNING",1,0,2009-08-05
"783487","FL","LIGHTNING",0,1,2009-08-05
"783488","FL","LIGHTNING",0,1,2009-08-05
"783506","FL","LIGHTNING",0,1,2009-08-14
"783535","WY","HAIL",0,1,2009-08-07
"783578","MI","THUNDERSTORM WIND",1,0,2009-08-09
"783593","FL","LIGHTNING",0,2,2009-08-25
"783719","IL","THUNDERSTORM WIND",0,1,2009-08-04
"783731","TX","THUNDERSTORM WIND",0,1,2009-08-05
"783806","KY","TORNADO",0,1,2009-08-04
"783823","TX","LIGHTNING",1,0,2009-08-27
"783892","ME","HIGH SURF",1,13,2009-08-23
"783981","TX","HEAT",1,0,2009-08-28
"783985","AZ","STRONG WIND",0,1,2009-08-06
"784002","CA","HEAT",1,0,2009-08-05
"784010","FL","RIP CURRENT",1,1,2009-08-29
"784080","NC","RIP CURRENT",0,1,2009-08-22
"784081","FL","LIGHTNING",0,1,2009-08-31
"784111","CA","WILDFIRE",0,4,2009-08-30
"784180","DE","HIGH SURF",0,2,2009-08-21
"784182","NY","RIP CURRENT",1,0,2009-08-03
"784185","NY","RIP CURRENT",1,0,2009-08-03
"784190","FL","RIP CURRENT",1,0,2009-08-16
"784194","CA","WILDFIRE",0,1,2009-08-31
"784329","TX","THUNDERSTORM WIND",0,2,2009-08-28
"784424","NC","RIP CURRENT",1,1,2009-08-08
"784435","GA","LIGHTNING",0,1,2009-08-04
"784440","FL","TROPICAL STORM",1,0,2009-08-16
"784506","MI","RIP CURRENT",2,0,2009-08-15
"784547","NY","RIP CURRENT",1,0,2009-08-01
"784570","WI","THUNDERSTORM WIND",0,1,2009-08-08
"784666","TX","TORNADO",0,10,2009-08-18
"784683","NJ","HEAT",0,3,2009-08-16
"784856","AR","LIGHTNING",0,1,2009-08-10
"784874","IL","TORNADO",0,17,2009-08-19
"784878","TX","TORNADO",0,3,2009-08-30
"784945","NC","LIGHTNING",1,1,2009-09-25
"784947","IL","FLASH FLOOD",1,0,2009-09-20
"785025","AZ","LIGHTNING",1,3,2009-09-20
"785038","GA","FLASH FLOOD",1,0,2009-09-21
"785229","CO","LIGHTNING",0,1,2009-09-09
"785238","FL","RIP CURRENT",1,0,2009-09-16
"785239","AS","TSUNAMI",32,129,2009-09-29
"785368","MA","LIGHTNING",0,1,2009-09-12
"785379","GA","FLOOD",1,0,2009-09-21
"785411","GA","FLOOD",1,0,2009-09-21
"785417","NC","LIGHTNING",0,2,2009-09-25
"785442","TN","FLOOD",1,1,2009-09-20
"785450","TX","HAIL",0,10,2009-09-16
"785514","GA","FLASH FLOOD",6,0,2009-09-20
"785524","GA","FLOOD",0,1,2009-09-21
"785586","AZ","THUNDERSTORM WIND",0,4,2009-09-04
"785899","FL","RIP CURRENT",1,1,2009-09-26
"785965","NC","RIP CURRENT",1,0,2009-09-18
"786068","NM","FLASH FLOOD",1,0,2009-09-09
"786209","TX","FLASH FLOOD",1,0,2009-09-14
"786213","LA","LIGHTNING",1,1,2009-09-05
"786233","FL","LIGHTNING",1,0,2009-09-05
"786234","CA","WILDFIRE",0,10,2009-09-22
"786280","AR","HEAVY RAIN",1,1,2009-09-15
"786374","GU","HURRICANE",0,1,2009-09-15
"786395","CA","LIGHTNING",0,1,2009-09-13
"786485","OK","FLASH FLOOD",0,1,2009-09-21
"786607","FL","RIP CURRENT",1,0,2009-09-15
"786675","GA","FLASH FLOOD",1,0,2009-09-21
"786704","NJ","RIP CURRENT",1,0,2009-09-02
"787011","MO","LIGHTNING",1,0,2009-10-08
"787019","MO","FLOOD",3,1,2009-10-30
"787049","GA","THUNDERSTORM WIND",0,1,2009-10-27
"787075","LA","TORNADO",0,1,2009-10-22
"787089","AR","FLOOD",1,0,2009-10-27
"787172","LA","FLASH FLOOD",1,0,2009-10-22
"787274","MS","TORNADO",1,2,2009-10-09
"787327","AR","THUNDERSTORM WIND",0,1,2009-10-09
"787334","TN","TORNADO",0,1,2009-10-09
"787359","TX","FLASH FLOOD",1,0,2009-10-21
"787493","AR","TORNADO",0,4,2009-10-29
"787512","CA","WILDFIRE",0,8,2009-10-03
"787534","IL","FLOOD",1,0,2009-10-30
"787675","LA","TORNADO",0,8,2009-10-29
"787676","LA","TORNADO",0,1,2009-10-29
"787772","AR","TORNADO",0,1,2009-10-29
"787785","LA","TORNADO",0,2,2009-10-29
"787860","SC","EXCESSIVE HEAT",1,0,2009-10-07
"787890","NY","STRONG WIND",0,2,2009-10-07
"787917","FL","RIP CURRENT",0,2,2009-10-26
"787979","ID","WINTER WEATHER",1,1,2009-10-29
"788062","LA","HIGH WIND",1,0,2009-10-09
"788070","CA","HEAVY RAIN",0,3,2009-10-13
"788103","AR","THUNDERSTORM WIND",0,1,2009-10-09
"788152","WA","STRONG WIND",0,1,2009-10-13
"788178","AR","FLASH FLOOD",1,0,2009-10-29
"788274","FL","RIP CURRENT",1,0,2009-10-31
"788286","CA","STRONG WIND",0,2,2009-10-27
"788458","NJ","STRONG WIND",0,1,2009-10-07
"788484","LA","TORNADO",0,1,2009-10-09
"788641","FL","RIP CURRENT",1,0,2009-10-05
"788655","NH","STRONG WIND",1,0,2009-10-31
"788661","CA","DUST STORM",3,0,2009-10-13
"788694","FL","RIP CURRENT",1,0,2009-10-05
"788792","FL","HEAT",1,0,2009-10-08
"788861","NC","STRONG WIND",1,0,2009-11-12
"788886","CA","WILDFIRE",0,4,2009-11-16
"788887","CA","HIGH SURF",0,6,2009-11-28
"788968","OR","HIGH SURF",2,0,2009-11-18
"789035","HI","HEAVY RAIN",2,0,2009-11-26
"789064","CT","LIGHTNING",0,1,2009-11-20
"789141","FL","LIGHTNING",0,1,2009-11-24
"789198","CA","LIGHTNING",0,1,2009-11-27
"789225","WA","STRONG WIND",1,0,2009-11-05
"789238","NC","HIGH SURF",1,0,2009-11-15
"789252","AZ","WINTER WEATHER",0,2,2009-11-28
"789271","CT","STRONG WIND",0,1,2009-11-28
"789298","MO","FLASH FLOOD",1,0,2009-11-15
"789313","NY","HIGH SURF",1,0,2009-11-13
"789409","CA","HIGH SURF",1,0,2009-11-27
"789427","CA","HIGH SURF",2,0,2009-11-26
"789555","PA","THUNDERSTORM WIND",0,1,2009-12-03
"789557","PA","THUNDERSTORM WIND",0,1,2009-12-03
"789595","FL","THUNDERSTORM WIND",0,1,2009-12-18
"789755","LA","FLASH FLOOD",0,1,2009-12-24
"789766","AR","FLOOD",0,2,2009-12-24
"789778","AR","FLOOD",0,2,2009-12-24
"789840","IL","FLOOD",0,1,2009-12-25
"789887","LA","FLASH FLOOD",1,0,2009-12-12
"789889","MO","FLOOD",1,0,2009-12-24
"789922","GA","TORNADO",0,2,2009-12-02
"789941","IL","COLD/WIND CHILL",1,0,2009-12-28
"790028","TX","TORNADO",0,2,2009-12-23
"790057","GA","TORNADO",0,1,2009-12-09
"790065","LA","THUNDERSTORM WIND",1,0,2009-12-24
"790203","LA","TORNADO",0,4,2009-12-24
"790208","DE","FLOOD",0,1,2009-12-09
"790253","AR","FLOOD",0,1,2009-12-24
"790499","KY","FLOOD",1,0,2009-12-08
"790550","FL","RIP CURRENT",1,0,2009-12-13
"790596","TX","WINTER WEATHER",1,0,2009-12-08
"790673","KS","WINTER WEATHER",1,0,2009-12-22
"790718","MT","EXTREME COLD/WIND CHILL",1,0,2009-12-24
"790732","CA","HIGH SURF",1,0,2009-12-08
"790747","CT","WINTER WEATHER",0,46,2009-12-13
"790831","WV","STRONG WIND",0,1,2009-12-09
"790858","CT","STRONG WIND",0,1,2009-12-09
"790915","TX","HIGH WIND",0,2,2009-12-08
"790924","IL","COLD/WIND CHILL",1,0,2009-12-03
"790969","NY","WINTER WEATHER",1,0,2009-12-07
"791014","KY","HIGH WIND",1,2,2009-12-09
"791060","TX","WINTER WEATHER",1,0,2009-12-07
"791067","CT","HIGH WIND",1,0,2009-12-29
"791071","IL","COLD/WIND CHILL",2,0,2009-12-08
"791072","IL","COLD/WIND CHILL",2,0,2009-12-29
"791074","IL","COLD/WIND CHILL",1,0,2009-12-30
"791184","NM","HIGH WIND",0,2,2009-12-08
"791253","AZ","HEAVY SNOW",1,0,2009-12-07
"791258","PR","HIGH SURF",0,5,2009-12-27
"791335","PR","HIGH SURF",1,1,2009-12-27
"791336","PR","HIGH SURF",1,0,2009-12-27
"791370","ID","AVALANCHE",1,0,2009-12-17
"791465","PA","WINTER WEATHER",0,5,2009-12-31
"791508","IA","BLIZZARD",0,1,2009-12-08
"791766","WI","WINTER STORM",0,1,2009-12-08
"791987","CA","FLASH FLOOD",1,0,2010-01-20
"792055","FL","THUNDERSTORM WIND",0,2,2010-01-21
"792246","FL","THUNDERSTORM WIND",0,1,2010-01-21
"792388","FL","TORNADO",0,1,2010-01-22
"792484","CA","THUNDERSTORM WIND",1,0,2010-01-19
"792577","NC","STRONG WIND",1,0,2010-01-25
"792588","IL","COLD/WIND CHILL",1,0,2010-01-11
"792712","CA","FLOOD",1,0,2010-01-20
"792736","ID","AVALANCHE",1,0,2010-01-22
"792773","FL","HIGH SURF",1,1,2010-01-24
"792804","FL","TORNADO",0,1,2010-01-22
"792814","CA","HIGH WIND",1,0,2010-01-18
"792914","CA","HEAVY RAIN",0,1,2010-01-21
"792937","AL","TORNADO",0,1,2010-01-21
"792997","WY","AVALANCHE",1,0,2010-01-06
"793010","OR","AVALANCHE",1,0,2010-01-02
"793226","IL","COLD/WIND CHILL",2,0,2010-01-26
"793231","CA","STRONG WIND",1,0,2010-01-22
"793446","AL","WINTER STORM",2,2,2010-01-29
"793490","IL","COLD/WIND CHILL",3,0,2010-01-01
"793498","FL","COLD/WIND CHILL",1,1,2010-01-09
"793565","CA","HIGH WIND",0,1,2010-01-20
"793803","CO","AVALANCHE",0,1,2010-01-27
"793843","UT","AVALANCHE",1,0,2010-01-27
"793844","UT","AVALANCHE",1,0,2010-01-29
"793846","UT","AVALANCHE",1,0,2010-01-24
"793848","CO","AVALANCHE",0,1,2010-01-07
"793872","NY","STRONG WIND",0,1,2010-01-25
"793874","CA","STRONG WIND",0,3,2010-01-28
"793912","CO","AVALANCHE",1,0,2010-01-06
"793943","IL","COLD/WIND CHILL",1,0,2010-01-20
"793948","FL","COLD/WIND CHILL",1,0,2010-01-04
"794278","IA","ICE STORM",0,1,2010-01-20
"794300","TN","COLD/WIND CHILL",3,0,2010-01-02
"794421","TN","WINTER STORM",1,0,2010-01-29
"794497","FL","HAIL",0,2,2010-02-24
"794503","KY","COLD/WIND CHILL",1,0,2010-02-11
"794552","IL","COLD/WIND CHILL",1,0,2010-02-14
"794634","CA","RIP CURRENT",1,0,2010-02-13
"794635","WY","AVALANCHE",1,0,2010-02-21
"794662","CA","HIGH SURF",0,13,2010-02-13
"794709","IN","COLD/WIND CHILL",1,0,2010-02-10
"794720","WA","AVALANCHE",0,1,2010-02-28
"794743","FL","LIGHTNING",0,4,2010-02-22
"794830","TX","FLASH FLOOD",1,0,2010-02-04
"794844","WY","AVALANCHE",1,0,2010-02-06
"794845","WY","AVALANCHE",0,1,2010-02-06
"794863","PH","MARINE STRONG WIND",1,0,2010-02-17
"794961","FL","THUNDERSTORM WIND",0,13,2010-02-05
"795016","OR","HIGH WIND",1,0,2010-02-11
"795017","WY","AVALANCHE",0,1,2010-02-13
"795047","DE","WINTER STORM",1,0,2010-02-09
"795080","DE","WINTER STORM",1,0,2010-02-09
"795167","PR","HIGH SURF",1,0,2010-02-12
"795524","NY","HEAVY SNOW",1,0,2010-02-25
"795606","CO","AVALANCHE",1,1,2010-02-11
"795607","CO","AVALANCHE",0,1,2010-02-14
"795608","CO","AVALANCHE",1,0,2010-02-23
"795691","CO","AVALANCHE",0,1,2010-02-26
"795800","NJ","WINTER STORM",1,0,2010-02-09
"796138","VA","HIGH WIND",0,1,2010-02-10
"796197","SC","LIGHTNING",0,2,2010-03-28
"796240","MA","FLOOD",0,2,2010-03-30
"796305","AR","TORNADO",1,3,2010-03-10
"796338","MO","TORNADO",0,1,2010-03-10
"796341","SC","TORNADO",0,1,2010-03-28
"796502","IA","FLOOD",0,1,2010-03-10
"796570","NC","TORNADO",0,5,2010-03-28
"796573","MA","FLOOD",0,2,2010-03-29
"796665","MA","FLOOD",0,1,2010-03-14
"796785","AR","TORNADO",0,2,2010-03-10
"796798","WV","FLOOD",2,0,2010-03-13
"796932","PA","THUNDERSTORM WIND",0,1,2010-04-16
"797297","WI","COLD/WIND CHILL",1,0,2010-03-03
"797325","AM","MARINE THUNDERSTORM WIND",0,2,2010-03-29
"797361","ID","AVALANCHE",2,0,2010-03-30
"797373","NJ","HIGH WIND",0,1,2010-03-13
"797411","WY","AVALANCHE",0,1,2010-03-30
"797493","NJ","HIGH WIND",0,2,2010-03-13
"797586","FL","RIP CURRENT",1,1,2010-03-12
"797674","NH","STRONG WIND",1,2,2010-03-14
"797728","NY","HIGH WIND",1,0,2010-03-13
"797819","VI","HIGH SURF",2,0,2010-03-08
"797884","NY","HIGH WIND",1,0,2010-03-13
"797913","CO","AVALANCHE",2,0,2010-03-19
"797989","CO","AVALANCHE",1,0,2010-03-30
"797995","CT","HIGH WIND",2,0,2010-03-13
"798008","CO","AVALANCHE",0,1,2010-03-17
"798095","FL","RIP CURRENT",0,1,2010-03-30
"798197","AR","STRONG WIND",1,0,2010-03-25
"798275","TX","HIGH WIND",0,1,2010-03-08
"798320","CO","AVALANCHE",1,0,2010-03-12
"798354","NY","HEAVY SNOW",1,1,2010-03-13
"798554","PA","THUNDERSTORM WIND",0,1,2010-04-16
"798610","TX","FLASH FLOOD",1,0,2010-04-15
"798721","AR","FLASH FLOOD",1,0,2010-04-30
"798785","PA","THUNDERSTORM WIND",0,1,2010-04-16
"798801","MO","THUNDERSTORM WIND",0,1,2010-04-24
"798984","TX","TORNADO",0,3,2010-04-24
"798994","WV","LIGHTNING",0,1,2010-04-05
"799122","AR","LIGHTNING",0,2,2010-04-30
"799194","IA","THUNDERSTORM WIND",0,1,2010-04-05
"799608","IL","THUNDERSTORM WIND",0,1,2010-04-05
"799672","AR","TORNADO",0,8,2010-04-30
"800301","MS","TORNADO",0,2,2010-04-24
"800538","IA","HAIL",0,6,2010-04-06
"800611","TN","THUNDERSTORM WIND",0,2,2010-04-24
"800634","FL","LIGHTNING",0,1,2010-04-26
"800635","MS","TORNADO",5,35,2010-04-24
"800688","AL","TORNADO",0,35,2010-04-24
"800792","MS","TORNADO",4,53,2010-04-24
"800793","MS","TORNADO",1,40,2010-04-24
"800884","MS","TORNADO",0,1,2010-04-24
"800901","PR","FLASH FLOOD",1,0,2010-04-23
"800935","AL","TORNADO",0,5,2010-04-24
"800983","LA","TORNADO",0,16,2010-04-24
"801023","AL","TORNADO",0,2,2010-04-24
"801063","AL","TORNADO",0,10,2010-04-24
"801076","ND","THUNDERSTORM WIND",0,1,2010-04-13
"801147","AR","TORNADO",1,15,2010-04-30
"801384","SC","TORNADO",0,3,2010-04-25
"801517","SC","THUNDERSTORM WIND",0,1,2010-04-27
"801577","MA","STRONG WIND",0,3,2010-04-29
"801586","WA","AVALANCHE",0,1,2010-04-09
"801618","CA","HIGH WIND",0,1,2010-04-27
"801650","WI","WILDFIRE",1,2,2010-04-17
"801654","NJ","WILDFIRE",0,2,2010-04-07
"801660","FL","RIP CURRENT",1,0,2010-04-30
"801663","UT","AVALANCHE",1,0,2010-04-04
"801673","FL","RIP CURRENT",0,2,2010-04-16
"801692","WI","STRONG WIND",0,1,2010-04-02
"801758","NV","HIGH WIND",0,2,2010-04-27
"801762","CO","AVALANCHE",0,1,2010-04-24
"802045","GU","RIP CURRENT",2,0,2010-04-21
"802061","WA","AVALANCHE",0,1,2010-04-10
"802863","FL","THUNDERSTORM WIND",0,1,2010-05-05
"802990","VA","LIGHTNING",0,1,2010-05-16
"803382","MO","FLASH FLOOD",1,0,2010-05-12
"803981","OH","FLOOD",2,0,2010-05-02
"804063","MO","LIGHTNING",0,2,2010-05-31
"804069","NC","LIGHTNING",0,1,2010-05-16
"804101","VT","LIGHTNING",0,1,2010-05-26
"804504","NC","LIGHTNING",0,2,2010-05-28
"804541","MO","FLOOD",1,0,2010-05-15
"804764","KY","LIGHTNING",0,1,2010-05-26
"804787","CT","LIGHTNING",1,2,2010-05-08
"804797","AR","FLASH FLOOD",1,0,2010-05-01
"804831","KS","THUNDERSTORM WIND",0,10,2010-05-06
"804859","TN","TORNADO",0,1,2010-05-02
"805186","OH","THUNDERSTORM WIND",0,1,2010-05-07
"805531","ME","THUNDERSTORM WIND",0,1,2010-05-25
"805740","MA","THUNDERSTORM WIND",0,6,2010-05-04
"805807","SD","HAIL",0,1,2010-05-29
"805913","MS","FLASH FLOOD",0,1,2010-05-02
"805959","KY","FLASH FLOOD",1,0,2010-05-02
"806249","TX","FLASH FLOOD",1,1,2010-05-14
"806446","AL","LIGHTNING",0,1,2010-05-20
"806555","NC","THUNDERSTORM WIND",0,1,2010-05-16
"806612","TX","FLASH FLOOD",1,0,2010-05-14
"806685","TX","THUNDERSTORM WIND",0,1,2010-05-15
"806787","MO","LIGHTNING",0,3,2010-05-31
"806928","IN","LIGHTNING",1,0,2010-05-01
"806941","MS","TORNADO",1,0,2010-05-02
"807051","OK","TORNADO",0,2,2010-05-13
"807058","KY","FLASH FLOOD",1,0,2010-05-02
"807150","OK","TORNADO",0,3,2010-05-10
"807203","CO","LIGHTNING",0,1,2010-05-26
"807252","OK","TORNADO",0,3,2010-05-10
"807438","TN","FLASH FLOOD",1,0,2010-05-01
"807439","TN","TORNADO",1,2,2010-05-02
"807471","TN","TORNADO",0,2,2010-05-02
"807499","MS","FLASH FLOOD",1,0,2010-05-02
"807556","OK","TORNADO",0,2,2010-05-13
"807582","OH","LIGHTNING",1,5,2010-05-31
"807595","TN","FLASH FLOOD",1,0,2010-05-01
"807673","TN","TORNADO",0,10,2010-05-02
"807712","KY","FLASH FLOOD",1,0,2010-05-02
"807728","IL","HEAT",1,0,2010-05-23
"807757","PR","LIGHTNING",0,1,2010-05-28
"807890","PA","STRONG WIND",0,1,2010-05-08
"807969","MA","LIGHTNING",0,1,2010-05-08
"808123","TN","FLOOD",2,0,2010-05-02
"808125","TN","FLOOD",1,0,2010-05-02
"808141","PR","FLASH FLOOD",2,0,2010-05-28
"808174","OK","TORNADO",0,3,2010-05-10
"808208","TN","FLASH FLOOD",1,0,2010-05-01
"808211","TN","FLASH FLOOD",1,0,2010-05-01
"808226","TN","FLOOD",1,0,2010-05-01
"808257","TN","FLOOD",10,0,2010-05-01
"808275","TN","FLOOD",2,0,2010-05-01
"808283","OK","TORNADO",0,1,2010-05-10
"808346","MS","TORNADO",2,7,2010-05-02
"808384","OK","TORNADO",0,1,2010-05-10
"808433","NC","LIGHTNING",1,1,2010-06-15
"808470","OK","TORNADO",0,2,2010-05-10
"808489","TN","FLASH FLOOD",1,0,2010-05-01
"808517","KY","FLASH FLOOD",0,1,2010-05-02
"808548","AZ","STRONG WIND",0,1,2010-05-02
"808575","OK","TORNADO",0,26,2010-05-10
"808610","TN","FLASH FLOOD",1,0,2010-05-01
"808621","TN","LIGHTNING",0,1,2010-05-28
"808733","ID","HIGH WIND",0,1,2010-05-19
"808734","ID","HIGH WIND",0,1,2010-05-19
"808786","OK","TORNADO",2,29,2010-05-10
"808817","OK","TORNADO",1,32,2010-05-10
"808878","KY","FLASH FLOOD",1,0,2010-05-01
"808889","UT","HIGH WIND",0,1,2010-05-28
"808907","OK","HAIL",0,21,2010-05-16
"808925","NE","STRONG WIND",1,0,2010-05-22
"808937","FL","RIP CURRENT",2,0,2010-05-15
"808992","OK","TORNADO",0,20,2010-05-10
"809019","CO","AVALANCHE",0,1,2010-05-30
"809028","FL","RIP CURRENT",1,0,2010-05-15
"809075","NY","RIP CURRENT",2,0,2010-05-26
"809138","OK","TORNADO",0,1,2010-05-19
"809202","CA","HIGH SURF",2,0,2010-05-23
"809207","FL","RIP CURRENT",1,0,2010-05-31
"809224","NY","HIGH WIND",0,4,2010-05-08
"809275","LA","LIGHTNING",1,0,2010-05-30
"809315","IL","THUNDERSTORM WIND",0,1,2010-06-15
"809409","MO","LIGHTNING",1,0,2010-06-15
"809676","VA","THUNDERSTORM WIND",0,1,2010-06-28
"809788","FL","THUNDERSTORM WIND",0,1,2010-06-19
